from_stop_id,to_stop_id,timespan,at,dt,mon,tue,wed,thu,fri,sat,sun,trip_id
2220362,2220351,180,27180,27000,1,1,1,1,1,0,0,1005.TA.2-T4-sj2-1.18.R
2220351,221891,120,27300,27180,1,1,1,1,1,0,0,1005.TA.2-T4-sj2-1.18.R
221891,2217191,120,27420,27300,1,1,1,1,1,0,0,1005.TA.2-T4-sj2-1.18.R
2217191,2216172,120,27540,27420,1,1,1,1,1,0,0,1005.TA.2-T4-sj2-1.18.R
2216172,2216161,120,27660,27540,1,1,1,1,1,0,0,1005.TA.2-T4-sj2-1.18.R
2216161,220591,120,27780,27660,1,1,1,1,1,0,0,1005.TA.2-T4-sj2-1.18.R
220591,2205113,180,27960,27780,1,1,1,1,1,0,0,1005.TA.2-T4-sj2-1.18.R
2205113,204483,60,28020,27960,1,1,1,1,1,0,0,1005.TA.2-T4-sj2-1.18.R
204483,204475,180,28200,28020,1,1,1,1,1,0,0,1005.TA.2-T4-sj2-1.18.R
204475,2015141,360,28560,28200,1,1,1,1,1,0,0,1005.TA.2-T4-sj2-1.18.R
2015141,2000344,120,28680,28560,1,1,1,1,1,0,0,1005.TA.2-T4-sj2-1.18.R
2000344,2000395,120,28860,28740,1,1,1,1,1,0,0,1005.TA.2-T4-sj2-1.18.R
2000395,2000362,120,29040,28920,1,1,1,1,1,0,0,1005.TA.2-T4-sj2-1.18.R
2000362,201172,120,29160,29040,1,1,1,1,1,0,0,1005.TA.2-T4-sj2-1.18.R
201172,202762,180,29340,29160,1,1,1,1,1,0,0,1005.TA.2-T4-sj2-1.18.R
202762,202291,180,29520,29340,1,1,1,1,1,0,0,1005.TA.2-T4-sj2-1.18.R
2533211,253481,540,60720,60180,1,1,1,1,1,0,0,1006.TA.2-SCO-sj2-1.55.H
253481,253591,540,61260,60720,1,1,1,1,1,0,0,1006.TA.2-SCO-sj2-1.55.H
253591,2541191,540,61800,61260,1,1,1,1,1,0,0,1006.TA.2-SCO-sj2-1.55.H
2220362,2220351,180,29580,29400,1,1,1,1,1,0,0,1006.TA.2-T4-sj2-1.18.R
2220351,221891,120,29700,29580,1,1,1,1,1,0,0,1006.TA.2-T4-sj2-1.18.R
221891,2217191,120,29820,29700,1,1,1,1,1,0,0,1006.TA.2-T4-sj2-1.18.R
2217191,2216172,120,29940,29820,1,1,1,1,1,0,0,1006.TA.2-T4-sj2-1.18.R
2216172,2216161,120,30060,29940,1,1,1,1,1,0,0,1006.TA.2-T4-sj2-1.18.R
2216161,220591,120,30180,30060,1,1,1,1,1,0,0,1006.TA.2-T4-sj2-1.18.R
220591,2205113,180,30360,30180,1,1,1,1,1,0,0,1006.TA.2-T4-sj2-1.18.R
2205113,204483,60,30420,30360,1,1,1,1,1,0,0,1006.TA.2-T4-sj2-1.18.R
204483,204475,180,30600,30420,1,1,1,1,1,0,0,1006.TA.2-T4-sj2-1.18.R
204475,2015141,360,30960,30600,1,1,1,1,1,0,0,1006.TA.2-T4-sj2-1.18.R
2015141,2000344,120,31080,30960,1,1,1,1,1,0,0,1006.TA.2-T4-sj2-1.18.R
2000344,2000395,120,31260,31140,1,1,1,1,1,0,0,1006.TA.2-T4-sj2-1.18.R
2000395,2000362,120,31440,31320,1,1,1,1,1,0,0,1006.TA.2-T4-sj2-1.18.R
2000362,201172,120,31560,31440,1,1,1,1,1,0,0,1006.TA.2-T4-sj2-1.18.R
201172,202762,180,31740,31560,1,1,1,1,1,0,0,1006.TA.2-T4-sj2-1.18.R
202762,202291,180,31920,31740,1,1,1,1,1,0,0,1006.TA.2-T4-sj2-1.18.R
2533211,253481,660,64920,64260,0,0,0,0,0,1,1,1010.TA.2-SCO-sj2-1.55.H
253481,253591,540,65460,64920,0,0,0,0,0,1,1,1010.TA.2-SCO-sj2-1.55.H
253591,2541191,600,66060,65460,0,0,0,0,0,1,1,1010.TA.2-SCO-sj2-1.55.H
202291,202761,180,63900,63720,1,1,1,1,1,0,0,1013.TA.2-T4-sj2-1.19.H
202761,201171,180,64080,63900,1,1,1,1,1,0,0,1013.TA.2-T4-sj2-1.19.H
201171,2000361,120,64200,64080,1,1,1,1,1,0,0,1013.TA.2-T4-sj2-1.19.H
2015142,204476,360,20700,20340,0,0,0,0,0,1,1,1042.TA.2-T4-sj2-1.19.H
204476,204484,120,20820,20700,0,0,0,0,0,1,1,1042.TA.2-T4-sj2-1.19.H
204484,2205114,120,20940,20820,0,0,0,0,0,1,1,1042.TA.2-T4-sj2-1.19.H
2205114,220594,120,21060,20940,0,0,0,0,0,1,1,1042.TA.2-T4-sj2-1.19.H
220594,2216164,120,21180,21060,0,0,0,0,0,1,1,1042.TA.2-T4-sj2-1.19.H
2216164,2216175,120,21300,21180,0,0,0,0,0,1,1,1042.TA.2-T4-sj2-1.19.H
2216175,2217194,120,21420,21300,0,0,0,0,0,1,1,1042.TA.2-T4-sj2-1.19.H
2217194,221894,120,21540,21420,0,0,0,0,0,1,1,1042.TA.2-T4-sj2-1.19.H
221894,2220354,120,21660,21540,0,0,0,0,0,1,1,1042.TA.2-T4-sj2-1.19.H
2220354,2220364,180,21840,21660,0,0,0,0,0,1,1,1042.TA.2-T4-sj2-1.19.H
2220364,2222132,120,21960,21840,0,0,0,0,0,1,1,1042.TA.2-T4-sj2-1.19.H
2222132,2223292,120,22080,21960,0,0,0,0,0,1,1,1042.TA.2-T4-sj2-1.19.H
2223292,2223302,120,22200,22080,0,0,0,0,0,1,1,1042.TA.2-T4-sj2-1.19.H
2223302,2226102,240,22440,22200,0,0,0,0,0,1,1,1042.TA.2-T4-sj2-1.19.H
2226102,2226112,120,22560,22440,0,0,0,0,0,1,1,1042.TA.2-T4-sj2-1.19.H
2226112,2232292,180,22740,22560,0,0,0,0,0,1,1,1042.TA.2-T4-sj2-1.19.H
2232292,2232282,120,22920,22800,0,0,0,0,0,1,1,1042.TA.2-T4-sj2-1.19.H
2232282,2233272,300,23220,22920,0,0,0,0,0,1,1,1042.TA.2-T4-sj2-1.19.H
2233272,2233282,180,23400,23220,0,0,0,0,0,1,1,1042.TA.2-T4-sj2-1.19.H
2233282,2233292,360,23760,23400,0,0,0,0,0,1,1,1042.TA.2-T4-sj2-1.19.H
202291,202761,180,70080,69900,1,1,1,1,1,0,0,1043.TA.2-T4-sj2-1.19.H
202761,201171,180,70260,70080,1,1,1,1,1,0,0,1043.TA.2-T4-sj2-1.19.H
201171,2000361,120,70380,70260,1,1,1,1,1,0,0,1043.TA.2-T4-sj2-1.19.H
2000361,2000394,120,70500,70380,1,1,1,1,1,0,0,1043.TA.2-T4-sj2-1.19.H
2000394,2000345,120,70680,70560,1,1,1,1,1,0,0,1043.TA.2-T4-sj2-1.19.H
2000345,2015142,120,70860,70740,1,1,1,1,1,0,0,1043.TA.2-T4-sj2-1.19.H
2015142,2205114,420,71280,70860,1,1,1,1,1,0,0,1043.TA.2-T4-sj2-1.19.H
2205114,2220364,480,71760,71280,1,1,1,1,1,0,0,1043.TA.2-T4-sj2-1.19.H
2220364,2222132,120,71940,71820,1,1,1,1,1,0,0,1043.TA.2-T4-sj2-1.19.H
2222132,2223292,120,72060,71940,1,1,1,1,1,0,0,1043.TA.2-T4-sj2-1.19.H
2223292,2232292,540,72600,72060,1,1,1,1,1,0,0,1043.TA.2-T4-sj2-1.19.H
2232292,2232282,120,72720,72600,1,1,1,1,1,0,0,1043.TA.2-T4-sj2-1.19.H
2232282,2233272,300,73020,72720,1,1,1,1,1,0,0,1043.TA.2-T4-sj2-1.19.H
2233272,2233282,240,73260,73020,1,1,1,1,1,0,0,1043.TA.2-T4-sj2-1.19.H
2233282,2233292,360,73620,73260,1,1,1,1,1,0,0,1043.TA.2-T4-sj2-1.19.H
2533211,253481,540,17280,16740,1,1,1,1,1,0,0,1049.TA.2-SCO-sj2-1.55.H
253481,253591,540,17820,17280,1,1,1,1,1,0,0,1049.TA.2-SCO-sj2-1.55.H
253591,2541191,540,18360,17820,1,1,1,1,1,0,0,1049.TA.2-SCO-sj2-1.55.H
202291,202761,180,43260,43080,0,0,0,0,0,1,1,1049.TA.2-T4-sj2-1.19.H
202761,201171,120,43380,43260,0,0,0,0,0,1,1,1049.TA.2-T4-sj2-1.19.H
201171,2000361,60,43500,43440,0,0,0,0,0,1,1,1049.TA.2-T4-sj2-1.19.H
2220354,2220364,180,56340,56160,0,0,0,0,0,1,1,1059.TA.2-T4-sj2-1.19.H
2220364,2222132,120,56460,56340,0,0,0,0,0,1,1,1059.TA.2-T4-sj2-1.19.H
2222132,2223292,120,56580,56460,0,0,0,0,0,1,1,1059.TA.2-T4-sj2-1.19.H
2223292,2226112,360,56940,56580,0,0,0,0,0,1,1,1059.TA.2-T4-sj2-1.19.H
2226112,2232292,180,57120,56940,0,0,0,0,0,1,1,1059.TA.2-T4-sj2-1.19.H
2232292,2232282,120,57300,57180,0,0,0,0,0,1,1,1059.TA.2-T4-sj2-1.19.H
2232282,2233272,300,57600,57300,0,0,0,0,0,1,1,1059.TA.2-T4-sj2-1.19.H
2233272,2233282,180,57780,57600,0,0,0,0,0,1,1,1059.TA.2-T4-sj2-1.19.H
2233282,2233292,300,58080,57780,0,0,0,0,0,1,1,1059.TA.2-T4-sj2-1.19.H
202291,202761,180,64860,64680,0,0,0,0,0,1,1,1063.TA.2-T4-sj2-1.19.H
202761,201171,120,64980,64860,0,0,0,0,0,1,1,1063.TA.2-T4-sj2-1.19.H
201171,2000361,60,65100,65040,0,0,0,0,0,1,1,1063.TA.2-T4-sj2-1.19.H
2000361,2000394,120,65280,65160,0,0,0,0,0,1,1,1063.TA.2-T4-sj2-1.19.H
2000394,2000345,120,65460,65340,0,0,0,0,0,1,1,1063.TA.2-T4-sj2-1.19.H
2000345,2015142,120,65640,65520,0,0,0,0,0,1,1,1063.TA.2-T4-sj2-1.19.H
2015142,204476,360,66000,65640,0,0,0,0,0,1,1,1063.TA.2-T4-sj2-1.19.H
204476,204484,180,66180,66000,0,0,0,0,0,1,1,1063.TA.2-T4-sj2-1.19.H
204484,2205114,60,66240,66180,0,0,0,0,0,1,1,1063.TA.2-T4-sj2-1.19.H
2205114,220594,120,66360,66240,0,0,0,0,0,1,1,1063.TA.2-T4-sj2-1.19.H
220594,2216164,120,66480,66360,0,0,0,0,0,1,1,1063.TA.2-T4-sj2-1.19.H
2216164,2216175,120,66600,66480,0,0,0,0,0,1,1,1063.TA.2-T4-sj2-1.19.H
2216175,2217194,120,66720,66600,0,0,0,0,0,1,1,1063.TA.2-T4-sj2-1.19.H
2217194,221894,120,66840,66720,0,0,0,0,0,1,1,1063.TA.2-T4-sj2-1.19.H
221894,2220354,120,66960,66840,0,0,0,0,0,1,1,1063.TA.2-T4-sj2-1.19.H
2220354,2220364,180,67140,66960,0,0,0,0,0,1,1,1063.TA.2-T4-sj2-1.19.H
2220364,2222132,120,67260,67140,0,0,0,0,0,1,1,1063.TA.2-T4-sj2-1.19.H
2222132,2223292,120,67380,67260,0,0,0,0,0,1,1,1063.TA.2-T4-sj2-1.19.H
2223292,2226112,360,67740,67380,0,0,0,0,0,1,1,1063.TA.2-T4-sj2-1.19.H
2226112,2232292,180,67920,67740,0,0,0,0,0,1,1,1063.TA.2-T4-sj2-1.19.H
2232292,2232282,120,68100,67980,0,0,0,0,0,1,1,1063.TA.2-T4-sj2-1.19.H
2232282,2233272,300,68400,68100,0,0,0,0,0,1,1,1063.TA.2-T4-sj2-1.19.H
2233272,2233282,180,68580,68400,0,0,0,0,0,1,1,1063.TA.2-T4-sj2-1.19.H
2233282,2233292,300,68880,68580,0,0,0,0,0,1,1,1063.TA.2-T4-sj2-1.19.H
2533211,253481,540,21540,21000,1,1,1,1,1,0,0,1065.TA.2-SCO-sj2-1.55.H
253481,253591,540,22080,21540,1,1,1,1,1,0,0,1065.TA.2-SCO-sj2-1.55.H
253591,2541191,540,22620,22080,1,1,1,1,1,0,0,1065.TA.2-SCO-sj2-1.55.H
202291,202761,180,57660,57480,0,0,0,0,0,1,1,1065.TA.2-T4-sj2-1.19.H
202761,201171,120,57780,57660,0,0,0,0,0,1,1,1065.TA.2-T4-sj2-1.19.H
201171,2000361,60,57900,57840,0,0,0,0,0,1,1,1065.TA.2-T4-sj2-1.19.H
2000361,2000394,120,58080,57960,0,0,0,0,0,1,1,1065.TA.2-T4-sj2-1.19.H
2000394,2000345,120,58260,58140,0,0,0,0,0,1,1,1065.TA.2-T4-sj2-1.19.H
2220354,2220364,180,74340,74160,0,0,0,0,0,1,1,1074.TA.2-T4-sj2-1.19.H
2220364,2222132,120,74460,74340,0,0,0,0,0,1,1,1074.TA.2-T4-sj2-1.19.H
2222132,2223292,120,74580,74460,0,0,0,0,0,1,1,1074.TA.2-T4-sj2-1.19.H
2223292,2226112,360,74940,74580,0,0,0,0,0,1,1,1074.TA.2-T4-sj2-1.19.H
2226112,2232292,180,75120,74940,0,0,0,0,0,1,1,1074.TA.2-T4-sj2-1.19.H
2232292,2232282,120,75300,75180,0,0,0,0,0,1,1,1074.TA.2-T4-sj2-1.19.H
2232282,2233272,300,75600,75300,0,0,0,0,0,1,1,1074.TA.2-T4-sj2-1.19.H
2233272,2233282,180,75780,75600,0,0,0,0,0,1,1,1074.TA.2-T4-sj2-1.19.H
2233282,2233292,300,76080,75780,0,0,0,0,0,1,1,1074.TA.2-T4-sj2-1.19.H
202291,202761,180,82260,82080,0,0,0,0,0,1,1,1076.TA.2-T4-sj2-1.19.H
202761,201171,120,82380,82260,0,0,0,0,0,1,1,1076.TA.2-T4-sj2-1.19.H
201171,2000361,120,82560,82440,0,0,0,0,0,1,1,1076.TA.2-T4-sj2-1.19.H
2000361,2000394,60,82680,82620,0,0,0,0,0,1,1,1076.TA.2-T4-sj2-1.19.H
2000394,2000345,120,82860,82740,0,0,0,0,0,1,1,1076.TA.2-T4-sj2-1.19.H
2000345,2015142,120,83040,82920,0,0,0,0,0,1,1,1076.TA.2-T4-sj2-1.19.H
2015142,204476,360,83400,83040,0,0,0,0,0,1,1,1076.TA.2-T4-sj2-1.19.H
204476,204484,180,83580,83400,0,0,0,0,0,1,1,1076.TA.2-T4-sj2-1.19.H
204484,2205114,60,83640,83580,0,0,0,0,0,1,1,1076.TA.2-T4-sj2-1.19.H
2205114,220594,120,83760,83640,0,0,0,0,0,1,1,1076.TA.2-T4-sj2-1.19.H
220594,2216164,120,83880,83760,0,0,0,0,0,1,1,1076.TA.2-T4-sj2-1.19.H
2216164,2216175,120,84000,83880,0,0,0,0,0,1,1,1076.TA.2-T4-sj2-1.19.H
2216175,2217194,120,84120,84000,0,0,0,0,0,1,1,1076.TA.2-T4-sj2-1.19.H
2217194,221894,120,84240,84120,0,0,0,0,0,1,1,1076.TA.2-T4-sj2-1.19.H
221894,2220354,120,84360,84240,0,0,0,0,0,1,1,1076.TA.2-T4-sj2-1.19.H
2220354,2220364,180,84540,84360,0,0,0,0,0,1,1,1076.TA.2-T4-sj2-1.19.H
2220364,2222132,120,84660,84540,0,0,0,0,0,1,1,1076.TA.2-T4-sj2-1.19.H
2222132,2223292,120,84780,84660,0,0,0,0,0,1,1,1076.TA.2-T4-sj2-1.19.H
2223292,2223302,120,84900,84780,0,0,0,0,0,1,1,1076.TA.2-T4-sj2-1.19.H
2223302,2226102,240,85140,84900,0,0,0,0,0,1,1,1076.TA.2-T4-sj2-1.19.H
2226102,2226112,120,85260,85140,0,0,0,0,0,1,1,1076.TA.2-T4-sj2-1.19.H
2226112,2232292,180,85440,85260,0,0,0,0,0,1,1,1076.TA.2-T4-sj2-1.19.H
2232292,2232282,120,85620,85500,0,0,0,0,0,1,1,1076.TA.2-T4-sj2-1.19.H
2232282,2233272,300,85920,85620,0,0,0,0,0,1,1,1076.TA.2-T4-sj2-1.19.H
2233272,2233282,180,86100,85920,0,0,0,0,0,1,1,1076.TA.2-T4-sj2-1.19.H
2233282,2233292,86700,0,86100,0,0,0,0,0,1,1,1076.TA.2-T4-sj2-1.19.H
202291,202761,180,28560,28380,0,0,0,0,0,1,1,1078.TA.2-T4-sj2-1.19.H
202761,201171,120,28680,28560,0,0,0,0,0,1,1,1078.TA.2-T4-sj2-1.19.H
201171,2000361,120,28860,28740,0,0,0,0,0,1,1,1078.TA.2-T4-sj2-1.19.H
2000361,2000394,60,28980,28920,0,0,0,0,0,1,1,1078.TA.2-T4-sj2-1.19.H
2000394,2000345,120,29160,29040,0,0,0,0,0,1,1,1078.TA.2-T4-sj2-1.19.H
2000345,2015142,120,29340,29220,0,0,0,0,0,1,1,1078.TA.2-T4-sj2-1.19.H
2226112,2232292,180,81840,81660,0,0,0,0,0,1,1,1086.TA.2-T4-sj2-1.19.H
2232292,2232282,120,82020,81900,0,0,0,0,0,1,1,1086.TA.2-T4-sj2-1.19.H
2232282,2233272,300,82320,82020,0,0,0,0,0,1,1,1086.TA.2-T4-sj2-1.19.H
2233272,2233282,180,82500,82320,0,0,0,0,0,1,1,1086.TA.2-T4-sj2-1.19.H
2233282,2233292,300,82800,82500,0,0,0,0,0,1,1,1086.TA.2-T4-sj2-1.19.H
202291,202761,180,25080,24900,1,1,1,1,1,0,0,1098.TA.2-T4-sj2-1.19.H
202761,201171,180,25260,25080,1,1,1,1,1,0,0,1098.TA.2-T4-sj2-1.19.H
201171,2000361,120,25380,25260,1,1,1,1,1,0,0,1098.TA.2-T4-sj2-1.19.H
2000361,2000394,120,25500,25380,1,1,1,1,1,0,0,1098.TA.2-T4-sj2-1.19.H
2000394,2000345,120,25680,25560,1,1,1,1,1,0,0,1098.TA.2-T4-sj2-1.19.H
2000345,2015142,120,25860,25740,1,1,1,1,1,0,0,1098.TA.2-T4-sj2-1.19.H
2015142,204476,300,26160,25860,1,1,1,1,1,0,0,1098.TA.2-T4-sj2-1.19.H
204476,204484,180,26340,26160,1,1,1,1,1,0,0,1098.TA.2-T4-sj2-1.19.H
204484,2205114,60,26400,26340,1,1,1,1,1,0,0,1098.TA.2-T4-sj2-1.19.H
2205114,220594,120,26520,26400,1,1,1,1,1,0,0,1098.TA.2-T4-sj2-1.19.H
220594,2216164,120,26640,26520,1,1,1,1,1,0,0,1098.TA.2-T4-sj2-1.19.H
2216164,2216175,120,26760,26640,1,1,1,1,1,0,0,1098.TA.2-T4-sj2-1.19.H
2216175,2217194,120,26880,26760,1,1,1,1,1,0,0,1098.TA.2-T4-sj2-1.19.H
2217194,221894,120,27000,26880,1,1,1,1,1,0,0,1098.TA.2-T4-sj2-1.19.H
221894,2220354,120,27120,27000,1,1,1,1,1,0,0,1098.TA.2-T4-sj2-1.19.H
2220354,2220364,120,27240,27120,1,1,1,1,1,0,0,1098.TA.2-T4-sj2-1.19.H
2220364,2222132,120,27420,27300,1,1,1,1,1,0,0,1098.TA.2-T4-sj2-1.19.H
2222132,2223292,120,27540,27420,1,1,1,1,1,0,0,1098.TA.2-T4-sj2-1.19.H
2223292,2232292,480,28020,27540,1,1,1,1,1,0,0,1098.TA.2-T4-sj2-1.19.H
2232292,2232282,120,28200,28080,1,1,1,1,1,0,0,1098.TA.2-T4-sj2-1.19.H
2232282,2233272,300,28500,28200,1,1,1,1,1,0,0,1098.TA.2-T4-sj2-1.19.H
2233272,2233282,180,28680,28500,1,1,1,1,1,0,0,1098.TA.2-T4-sj2-1.19.H
2233282,2233292,300,28980,28680,1,1,1,1,1,0,0,1098.TA.2-T4-sj2-1.19.H
202292,202761,180,72960,72780,0,0,0,0,0,1,1,110.TA.2-SCO-sj2-1.8.H
202761,201171,180,73140,72960,0,0,0,0,0,1,1,110.TA.2-SCO-sj2-1.8.H
201171,2000361,120,73260,73140,0,0,0,0,0,1,1,110.TA.2-SCO-sj2-1.8.H
2000361,2000394,60,73380,73320,0,0,0,0,0,1,1,110.TA.2-SCO-sj2-1.8.H
2000394,2000345,120,73560,73440,0,0,0,0,0,1,1,110.TA.2-SCO-sj2-1.8.H
2000345,2015142,120,73860,73740,0,0,0,0,0,1,1,110.TA.2-SCO-sj2-1.8.H
2015142,2205114,480,74340,73860,0,0,0,0,0,1,1,110.TA.2-SCO-sj2-1.8.H
2205114,2220364,480,74820,74340,0,0,0,0,0,1,1,110.TA.2-SCO-sj2-1.8.H
2220364,2232292,600,75480,74880,0,0,0,0,0,1,1,110.TA.2-SCO-sj2-1.8.H
2232292,2233291,720,76260,75540,0,0,0,0,0,1,1,110.TA.2-SCO-sj2-1.8.H
2233291,2508162,600,76860,76260,0,0,0,0,0,1,1,110.TA.2-SCO-sj2-1.8.H
2508162,2508172,420,77280,76860,0,0,0,0,0,1,1,110.TA.2-SCO-sj2-1.8.H
2508172,2508182,240,77520,77280,0,0,0,0,0,1,1,110.TA.2-SCO-sj2-1.8.H
220594,2216164,120,52080,51960,0,0,0,0,0,1,1,1104.TA.2-T4-sj2-1.19.H
2216164,2216175,120,52200,52080,0,0,0,0,0,1,1,1104.TA.2-T4-sj2-1.19.H
2216175,2217194,120,52320,52200,0,0,0,0,0,1,1,1104.TA.2-T4-sj2-1.19.H
2217194,221894,120,52440,52320,0,0,0,0,0,1,1,1104.TA.2-T4-sj2-1.19.H
221894,2220354,120,52560,52440,0,0,0,0,0,1,1,1104.TA.2-T4-sj2-1.19.H
2220354,2220364,180,52740,52560,0,0,0,0,0,1,1,1104.TA.2-T4-sj2-1.19.H
2220364,2222132,120,52860,52740,0,0,0,0,0,1,1,1104.TA.2-T4-sj2-1.19.H
2222132,2223292,120,52980,52860,0,0,0,0,0,1,1,1104.TA.2-T4-sj2-1.19.H
2223292,2226112,360,53340,52980,0,0,0,0,0,1,1,1104.TA.2-T4-sj2-1.19.H
2226112,2232292,180,53520,53340,0,0,0,0,0,1,1,1104.TA.2-T4-sj2-1.19.H
2232292,2232282,120,53700,53580,0,0,0,0,0,1,1,1104.TA.2-T4-sj2-1.19.H
2232282,2233272,300,54000,53700,0,0,0,0,0,1,1,1104.TA.2-T4-sj2-1.19.H
2233272,2233282,180,54180,54000,0,0,0,0,0,1,1,1104.TA.2-T4-sj2-1.19.H
2233282,2233292,300,54480,54180,0,0,0,0,0,1,1,1104.TA.2-T4-sj2-1.19.H
202291,202761,180,61260,61080,0,0,0,0,0,1,1,1106.TA.2-T4-sj2-1.19.H
202761,201171,120,61380,61260,0,0,0,0,0,1,1,1106.TA.2-T4-sj2-1.19.H
201171,2000361,60,61500,61440,0,0,0,0,0,1,1,1106.TA.2-T4-sj2-1.19.H
2000361,2000394,120,61680,61560,0,0,0,0,0,1,1,1106.TA.2-T4-sj2-1.19.H
2000394,2000345,120,61860,61740,0,0,0,0,0,1,1,1106.TA.2-T4-sj2-1.19.H
2000345,2015142,120,62040,61920,0,0,0,0,0,1,1,1106.TA.2-T4-sj2-1.19.H
2015142,204476,360,62400,62040,0,0,0,0,0,1,1,1106.TA.2-T4-sj2-1.19.H
204476,204484,180,62580,62400,0,0,0,0,0,1,1,1106.TA.2-T4-sj2-1.19.H
204484,2205114,60,62640,62580,0,0,0,0,0,1,1,1106.TA.2-T4-sj2-1.19.H
2205114,220594,120,62760,62640,0,0,0,0,0,1,1,1106.TA.2-T4-sj2-1.19.H
220594,2216164,120,62880,62760,0,0,0,0,0,1,1,1106.TA.2-T4-sj2-1.19.H
2216164,2216175,120,63000,62880,0,0,0,0,0,1,1,1106.TA.2-T4-sj2-1.19.H
2216175,2217194,120,63120,63000,0,0,0,0,0,1,1,1106.TA.2-T4-sj2-1.19.H
2217194,221894,120,63240,63120,0,0,0,0,0,1,1,1106.TA.2-T4-sj2-1.19.H
221894,2220354,120,63360,63240,0,0,0,0,0,1,1,1106.TA.2-T4-sj2-1.19.H
2220354,2220364,180,63540,63360,0,0,0,0,0,1,1,1106.TA.2-T4-sj2-1.19.H
2220364,2222132,120,63660,63540,0,0,0,0,0,1,1,1106.TA.2-T4-sj2-1.19.H
2222132,2223292,120,63780,63660,0,0,0,0,0,1,1,1106.TA.2-T4-sj2-1.19.H
2223292,2226112,360,64140,63780,0,0,0,0,0,1,1,1106.TA.2-T4-sj2-1.19.H
2226112,2232292,180,64320,64140,0,0,0,0,0,1,1,1106.TA.2-T4-sj2-1.19.H
2232292,2232282,120,64500,64380,0,0,0,0,0,1,1,1106.TA.2-T4-sj2-1.19.H
2232282,2233272,300,64800,64500,0,0,0,0,0,1,1,1106.TA.2-T4-sj2-1.19.H
2233272,2233282,180,64980,64800,0,0,0,0,0,1,1,1106.TA.2-T4-sj2-1.19.H
2233282,2233292,300,65280,64980,0,0,0,0,0,1,1,1106.TA.2-T4-sj2-1.19.H
2533211,253481,540,43320,42780,0,0,0,0,0,1,1,1108.TA.2-SCO-sj2-1.55.H
253481,253591,540,43860,43320,0,0,0,0,0,1,1,1108.TA.2-SCO-sj2-1.55.H
253591,2541191,600,44460,43860,0,0,0,0,0,1,1,1108.TA.2-SCO-sj2-1.55.H
201171,2000361,120,21660,21540,0,0,0,0,0,1,1,1117.TA.2-T4-sj2-1.19.H
2000361,2000394,60,21780,21720,0,0,0,0,0,1,1,1117.TA.2-T4-sj2-1.19.H
2000394,2000345,120,21960,21840,0,0,0,0,0,1,1,1117.TA.2-T4-sj2-1.19.H
2000345,2015142,120,22140,22020,0,0,0,0,0,1,1,1117.TA.2-T4-sj2-1.19.H
2015142,204476,360,22500,22140,0,0,0,0,0,1,1,1117.TA.2-T4-sj2-1.19.H
204476,204484,120,22620,22500,0,0,0,0,0,1,1,1117.TA.2-T4-sj2-1.19.H
204484,2205114,120,22740,22620,0,0,0,0,0,1,1,1117.TA.2-T4-sj2-1.19.H
2205114,220594,120,22860,22740,0,0,0,0,0,1,1,1117.TA.2-T4-sj2-1.19.H
220594,2216164,120,22980,22860,0,0,0,0,0,1,1,1117.TA.2-T4-sj2-1.19.H
2216164,2216175,120,23100,22980,0,0,0,0,0,1,1,1117.TA.2-T4-sj2-1.19.H
2216175,2217194,120,23220,23100,0,0,0,0,0,1,1,1117.TA.2-T4-sj2-1.19.H
2217194,221894,120,23340,23220,0,0,0,0,0,1,1,1117.TA.2-T4-sj2-1.19.H
221894,2220354,120,23460,23340,0,0,0,0,0,1,1,1117.TA.2-T4-sj2-1.19.H
2220354,2220364,180,23640,23460,0,0,0,0,0,1,1,1117.TA.2-T4-sj2-1.19.H
2220364,2222132,120,23760,23640,0,0,0,0,0,1,1,1117.TA.2-T4-sj2-1.19.H
2222132,2223292,120,23880,23760,0,0,0,0,0,1,1,1117.TA.2-T4-sj2-1.19.H
2223292,2223302,120,24000,23880,0,0,0,0,0,1,1,1117.TA.2-T4-sj2-1.19.H
2223302,2226102,240,24240,24000,0,0,0,0,0,1,1,1117.TA.2-T4-sj2-1.19.H
2226102,2226112,120,24360,24240,0,0,0,0,0,1,1,1117.TA.2-T4-sj2-1.19.H
2226112,2232292,180,24540,24360,0,0,0,0,0,1,1,1117.TA.2-T4-sj2-1.19.H
2232292,2232282,120,24720,24600,0,0,0,0,0,1,1,1117.TA.2-T4-sj2-1.19.H
2232282,2233272,300,25020,24720,0,0,0,0,0,1,1,1117.TA.2-T4-sj2-1.19.H
2233272,2233282,180,25200,25020,0,0,0,0,0,1,1,1117.TA.2-T4-sj2-1.19.H
2233282,2233292,360,25560,25200,0,0,0,0,0,1,1,1117.TA.2-T4-sj2-1.19.H
2533211,253481,660,28800,28140,0,0,0,0,0,1,1,1120.TA.2-SCO-sj2-1.55.H
253481,253591,540,29340,28800,0,0,0,0,0,1,1,1120.TA.2-SCO-sj2-1.55.H
253591,2541191,600,29940,29340,0,0,0,0,0,1,1,1120.TA.2-SCO-sj2-1.55.H
202291,202761,180,24960,24780,0,0,0,0,0,1,1,1121.TA.2-T4-sj2-1.19.H
202761,201171,120,25080,24960,0,0,0,0,0,1,1,1121.TA.2-T4-sj2-1.19.H
201171,2000361,120,25260,25140,0,0,0,0,0,1,1,1121.TA.2-T4-sj2-1.19.H
